key,representation,configuration,N,error,score,qualifies,score_status,n_raw,discrepancy_ratio,order,chart_id,chart,contract,catalogue_order,applicable,applicability_reason,tested_settings,catalogue_id,recommendation_order,display_selected,rank,optimal
HAR__12,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__12,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__12,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__12,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__12,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__13,Five-number,five_number,10.0,0.010458366699999992,83.33333333333334,True,qualifies,60,0.33380957945701795,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__13,Five-number,five_number,10.0,0.010458366699999992,83.33333333333334,True,qualifies,60,0.33380957945701795,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__13,Binned,bins_4,10.0,0.01744055305172415,83.33333333333334,True,qualifies,60,0.5566666236415151,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__13,Binned,bins_4,10.0,0.01744055305172415,83.33333333333334,True,qualifies,60,0.5566666236415151,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__13,Density,density_8,18.0,0.02563910645427764,70.0,True,qualifies,60,0.8183476051911759,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__13,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__13,Means,means,2.0,0.052966835374500004,0.0,False,does_not_qualify,60,1.690592570399254,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__13,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__13,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__13,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__13,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__13,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__13,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__13,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__13,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__14,Five-number,five_number,10.0,0.02288657118965519,83.33333333333334,True,qualifies,60,0.5191277239216865,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__14,Five-number,five_number,10.0,0.02288657118965519,83.33333333333334,True,qualifies,60,0.5191277239216865,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__14,Binned,bins_4,10.0,0.025379557546249987,83.33333333333334,True,qualifies,60,0.5756752216810647,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__14,Binned,bins_4,10.0,0.025379557546249987,83.33333333333334,True,qualifies,60,0.5756752216810647,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__14,Density,density_8,18.0,0.029995659692637372,70.0,True,qualifies,60,0.680380578406901,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__14,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__14,Means,means,2.0,0.05364788997383332,0.0,False,does_not_qualify,60,1.216875467475246,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__14,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__14,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__14,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__14,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__14,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__14,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__14,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__14,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__15,Five-number,five_number,10.0,0.10240470862068973,83.33333333333334,True,qualifies,60,0.5663957285029396,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__15,Five-number,five_number,10.0,0.10240470862068973,83.33333333333334,True,qualifies,60,0.5663957285029396,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__15,Binned,bins_8,18.0,0.10864097967241382,70.0,True,qualifies,60,0.6008882565620391,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__15,Binned,bins_8,18.0,0.10864097967241382,70.0,True,qualifies,60,0.6008882565620391,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__15,Density,density_16,34.0,0.07882758507813437,43.333333333333336,True,qualifies,60,0.43599174371789395,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__15,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,5.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__15,Means,means,2.0,0.24492183583333316,0.0,False,does_not_qualify,60,1.3546513973974703,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__15,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__15,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__15,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__15,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__15,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__15,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__15,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__15,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__16,Five-number,five_number,10.0,0.06358325840517243,83.33333333333334,True,qualifies,60,0.34813911341857856,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__16,Five-number,five_number,10.0,0.06358325840517243,83.33333333333334,True,qualifies,60,0.34813911341857856,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__16,Binned,bins_8,18.0,0.11937424813423647,70.0,True,qualifies,60,0.653613009978767,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__16,Binned,bins_8,18.0,0.11937424813423647,70.0,True,qualifies,60,0.653613009978767,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__16,Density,density_16,34.0,0.07420700630304333,43.333333333333336,True,qualifies,60,0.40630760410490036,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__16,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,5.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__16,Means,means,2.0,0.266030300583333,0.0,False,does_not_qualify,60,1.4566028119758225,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__16,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__16,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__16,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__16,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__16,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__16,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__16,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__16,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__17,Five-number,five_number,10.0,0.12239982906896552,83.33333333333334,True,qualifies,60,0.5470707430989621,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__17,Five-number,five_number,10.0,0.12239982906896552,83.33333333333334,True,qualifies,60,0.5470707430989621,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__17,Binned,bins_4,10.0,0.2090912766293106,83.33333333333334,True,qualifies,60,0.9345415018239647,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__17,Binned,bins_4,10.0,0.2090912766293106,83.33333333333334,True,qualifies,60,0.9345415018239647,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__17,Density,density_16,34.0,0.07768446951409258,43.333333333333336,True,qualifies,60,0.34721372396996997,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__17,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,6.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__17,Means,means,2.0,0.30614978444999996,0.0,False,does_not_qualify,60,1.3683482350639535,13.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__17,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__17,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__17,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__17,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__17,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__17,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__17,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__17,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__18,Means,means,2.0,0.013086913731666662,96.66666666666667,True,qualifies,60,0.5195655409592828,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
HAR__18,Means,means,2.0,0.013086913731666662,96.66666666666667,True,qualifies,60,0.5195655409592828,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
HAR__18,Binned,bins_4,10.0,0.005896544236250006,83.33333333333334,True,qualifies,60,0.23409959435160196,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__18,Binned,bins_4,10.0,0.005896544236250006,83.33333333333334,True,qualifies,60,0.23409959435160196,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__18,Five-number,five_number,10.0,0.01741079246499999,83.33333333333334,True,qualifies,60,0.6912285043736954,3.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
HAR__18,Five-number,five_number,10.0,0.01741079246499999,83.33333333333334,True,qualifies,60,0.6912285043736954,3.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
HAR__18,Density,density_8,18.0,0.010474767904301177,70.0,True,qualifies,60,0.4158603444792537,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
HAR__18,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__18,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__18,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__18,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__18,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__18,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__18,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__18,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__19,Five-number,five_number,10.0,0.007793516172413785,83.33333333333334,True,qualifies,60,0.5155807707575351,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__19,Five-number,five_number,10.0,0.007793516172413785,83.33333333333334,True,qualifies,60,0.5155807707575351,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__19,Binned,bins_4,10.0,0.00981955748902822,83.33333333333334,True,qualifies,60,0.6496137182099498,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__19,Binned,bins_4,10.0,0.00981955748902822,83.33333333333334,True,qualifies,60,0.6496137182099498,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__19,Density,density_8,18.0,0.00954547375300785,70.0,True,qualifies,60,0.6314816837413897,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__19,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__19,Means,means,2.0,0.01804465540833332,0.0,False,does_not_qualify,60,1.1937458186605867,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__19,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__19,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__19,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__19,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__19,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__19,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__19,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__19,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__20,Five-number,five_number,10.0,0.00385902460344828,83.33333333333334,True,qualifies,60,0.46692781346241186,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__20,Five-number,five_number,10.0,0.00385902460344828,83.33333333333334,True,qualifies,60,0.46692781346241186,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__20,Binned,bins_4,10.0,0.005741603406079862,83.33333333333334,True,qualifies,60,0.6947129390607257,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__20,Binned,bins_4,10.0,0.005741603406079862,83.33333333333334,True,qualifies,60,0.6947129390607257,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__20,Density,density_8,18.0,0.006897948581964269,70.0,True,qualifies,60,0.8346264612759128,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__20,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__20,Means,means,2.0,0.008875416466666647,0.0,False,does_not_qualify,60,1.0738928175388827,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__20,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__20,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__20,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__20,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__20,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__20,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__20,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__20,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__21,Five-number,five_number,10.0,0.10751425831034489,83.33333333333334,True,qualifies,60,0.530175154107815,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__21,Five-number,five_number,10.0,0.10751425831034489,83.33333333333334,True,qualifies,60,0.530175154107815,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__21,Binned,bins_4,10.0,0.19101316675000024,83.33333333333334,True,qualifies,60,0.9419256265153346,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__21,Binned,bins_4,10.0,0.19101316675000024,83.33333333333334,True,qualifies,60,0.9419256265153346,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__21,Density,density_8,18.0,0.16152104586495153,70.0,True,qualifies,60,0.7964938486197648,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__21,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__21,Means,means,2.0,0.2560898418166665,0.0,False,does_not_qualify,60,1.2628322371781013,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__21,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__21,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__21,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__21,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__21,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__21,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__21,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__21,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__22,Five-number,five_number,10.0,0.1251924633025,83.33333333333334,True,qualifies,60,0.4908231292104027,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__22,Five-number,five_number,10.0,0.1251924633025,83.33333333333334,True,qualifies,60,0.4908231292104027,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__22,Binned,bins_4,10.0,0.25127112664000006,83.33333333333334,True,qualifies,60,0.9851206486741076,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__22,Binned,bins_4,10.0,0.25127112664000006,83.33333333333334,True,qualifies,60,0.9851206486741076,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
